Data Escala de Tempo 1 GE Simp 4,Data Dica,dsc_estado,id_subsistema,nom_tipousinasite,nom_usina 2,Período Exibido GE,Selecione Tipo de GE Simp 4
07/01/2020 01:00:00,7/1/2020 1:00,*,*,Térmica,*,5,11644,44399942
07/01/2020 02:00:00,7/1/2020 2:00,*,*,Térmica,*,5,11700,38700091
07/01/2020 03:00:00,7/1/2020 3:00,*,*,Térmica,*,5,11731,42200044
07/01/2020 04:00:00,7/1/2020 4:00,*,*,Térmica,*,5,11473,16300068
07/01/2020 05:00:00,7/1/2020 5:00,*,*,Térmica,*,5,11563,74399869
07/01/2020 06:00:00,7/1/2020 6:00,*,*,Térmica,*,5,11624,04500006
07/01/2020 07:00:00,7/1/2020 7:00,*,*,Térmica,*,5,11590,25799925
07/01/2020 08:00:00,7/1/2020 8:00,*,*,Térmica,*,5,11683,59299893
07/01/2020 09:00:00,7/1/2020 9:00,*,*,Térmica,*,5,11808,69999923
07/01/2020 10:00:00,7/1/2020 10:00,*,*,Térmica,*,5,11880,84700015
07/01/2020 11:00:00,7/1/2020 11:00,*,*,Térmica,*,5,11989,37099899
07/01/2020 12:00:00,7/1/2020 12:00,*,*,Térmica,*,5,11985,09499973
07/01/2020 13:00:00,7/1/2020 13:00,*,*,Térmica,*,5,11989,47100041
07/01/2020 14:00:00,7/1/2020 14:00,*,*,Térmica,*,5,12063,82500085
07/01/2020 15:00:00,7/1/2020 15:00,*,*,Térmica,*,5,12191,09199966
07/01/2020 16:00:00,7/1/2020 16:00,*,*,Térmica,*,5,12244,47499866
07/01/2020 17:00:00,7/1/2020 17:00,*,*,Térmica,*,5,12129,12299873
07/01/2020 18:00:00,7/1/2020 18:00,*,*,Térmica,*,5,12186,0819998
07/01/2020 19:00:00,7/1/2020 19:00,*,*,Térmica,*,5,12233,24899934
07/01/2020 20:00:00,7/1/2020 20:00,*,*,Térmica,*,5,12279,69599948
07/01/2020 21:00:00,7/1/2020 21:00,*,*,Térmica,*,5,12354,98999897
07/01/2020 22:00:00,7/1/2020 22:00,*,*,Térmica,*,5,12417,49899849
07/01/2020 23:00:00,7/1/2020 23:00,*,*,Térmica,*,5,12429,26899857
08/01/2020 00:00:00,8/1/2020 0:00,*,*,Térmica,*,5,12415,67200055
08/01/2020 01:00:00,8/1/2020 1:00,*,*,Térmica,*,5,12199,72700148
08/01/2020 02:00:00,8/1/2020 2:00,*,*,Térmica,*,5,11993,35600124
08/01/2020 03:00:00,8/1/2020 3:00,*,*,Térmica,*,5,11913,39700149
08/01/2020 04:00:00,8/1/2020 4:00,*,*,Térmica,*,5,11919,49099956
08/01/2020 05:00:00,8/1/2020 5:00,*,*,Térmica,*,5,11936,36100163
08/01/2020 06:00:00,8/1/2020 6:00,*,*,Térmica,*,5,11935,57100138
08/01/2020 07:00:00,8/1/2020 7:00,*,*,Térmica,*,5,11913,73000137
08/01/2020 08:00:00,8/1/2020 8:00,*,*,Térmica,*,5,11900,18700031
08/01/2020 09:00:00,8/1/2020 9:00,*,*,Térmica,*,5,11871,30300038
08/01/2020 10:00:00,8/1/2020 10:00,*,*,Térmica,*,5,11876,17299904
08/01/2020 11:00:00,8/1/2020 11:00,*,*,Térmica,*,5,11852,66999755
08/01/2020 12:00:00,8/1/2020 12:00,*,*,Térmica,*,5,11826,49699826
08/01/2020 13:00:00,8/1/2020 13:00,*,*,Térmica,*,5,11810,9079981
08/01/2020 14:00:00,8/1/2020 14:00,*,*,Térmica,*,5,11465,90499836
08/01/2020 15:00:00,8/1/2020 15:00,*,*,Térmica,*,5,11455,57199965
08/01/2020 16:00:00,8/1/2020 16:00,*,*,Térmica,*,5,11508,93199958
08/01/2020 17:00:00,8/1/2020 17:00,*,*,Térmica,*,5,11346,50499766
08/01/2020 18:00:00,8/1/2020 18:00,*,*,Térmica,*,5,11325,0170007
08/01/2020 19:00:00,8/1/2020 19:00,*,*,Térmica,*,5,11314,82300032
08/01/2020 20:00:00,8/1/2020 20:00,*,*,Térmica,*,5,11420,6679996
08/01/2020 21:00:00,8/1/2020 21:00,*,*,Térmica,*,5,11554,05999914
08/01/2020 22:00:00,8/1/2020 22:00,*,*,Térmica,*,5,11685,39799835
08/01/2020 23:00:00,8/1/2020 23:00,*,*,Térmica,*,5,11703,43399907
09/01/2020 00:00:00,9/1/2020 0:00,*,*,Térmica,*,5,11644,29500272
09/01/2020 01:00:00,9/1/2020 1:00,*,*,Térmica,*,5,11672,98700076
09/01/2020 02:00:00,9/1/2020 2:00,*,*,Térmica,*,5,11735,24700103
09/01/2020 03:00:00,9/1/2020 3:00,*,*,Térmica,*,5,11845,54500161
09/01/2020 04:00:00,9/1/2020 4:00,*,*,Térmica,*,5,11921,47700165
09/01/2020 05:00:00,9/1/2020 5:00,*,*,Térmica,*,5,11958,32800148
09/01/2020 06:00:00,9/1/2020 6:00,*,*,Térmica,*,5,12007,96100163
09/01/2020 07:00:00,9/1/2020 7:00,*,*,Térmica,*,5,11984,50800161
09/01/2020 08:00:00,9/1/2020 8:00,*,*,Térmica,*,5,11962,09599894
09/01/2020 09:00:00,9/1/2020 9:00,*,*,Térmica,*,5,11939,30899892
09/01/2020 10:00:00,9/1/2020 10:00,*,*,Térmica,*,5,11835,74099948
09/01/2020 11:00:00,9/1/2020 11:00,*,*,Térmica,*,5,11808,30499987
09/01/2020 12:00:00,9/1/2020 12:00,*,*,Térmica,*,5,11807,90400042
09/01/2020 13:00:00,9/1/2020 13:00,*,*,Térmica,*,5,11773,26700094
09/01/2020 14:00:00,9/1/2020 14:00,*,*,Térmica,*,5,11672,75499888
09/01/2020 15:00:00,9/1/2020 15:00,*,*,Térmica,*,5,11831,20199939
09/01/2020 16:00:00,9/1/2020 16:00,*,*,Térmica,*,5,11875,3499999
09/01/2020 17:00:00,9/1/2020 17:00,*,*,Térmica,*,5,11868,17800048
09/01/2020 18:00:00,9/1/2020 18:00,*,*,Térmica,*,5,11900,75799921
09/01/2020 19:00:00,9/1/2020 19:00,*,*,Térmica,*,5,11932,43400131
09/01/2020 20:00:00,9/1/2020 20:00,*,*,Térmica,*,5,12114,92400143
09/01/2020 21:00:00,9/1/2020 21:00,*,*,Térmica,*,5,12320,62199967
09/01/2020 22:00:00,9/1/2020 22:00,*,*,Térmica,*,5,12312,18099983
09/01/2020 23:00:00,9/1/2020 23:00,*,*,Térmica,*,5,12212,57400002
10/01/2020 00:00:00,10/1/2020 0:00,*,*,Térmica,*,5,12192,05899977
10/01/2020 01:00:00,10/1/2020 1:00,*,*,Térmica,*,5,12354,5270004
10/01/2020 02:00:00,10/1/2020 2:00,*,*,Térmica,*,5,12501,35000057
